episode,total_reward,avg_energy,avg_latency,success_rate,offload_rate,loss
0,0.8962689945595372,0.07306996556301322,0.023437013243847376,1.0,0.475,48.83001232147217
1,0.8842881496200906,0.08518675480064851,0.02317771984439754,1.0,0.43999999999999995,44.990790367126465
2,0.8859363481670398,0.08498163876939513,0.02185848410952778,1.0,0.45499999999999996,45.47403049468994
3,0.8875717303546766,0.07121048545073352,0.023122808517130337,1.0,0.375,46.671998023986816
4,0.8804004030458117,0.08715048039118198,0.02693162296028505,1.0,0.41500000000000004,42.66838073730469
5,0.8947623722523955,0.06950221685403479,0.024593128508604307,1.0,0.43500000000000005,41.358314514160156
6,0.8909029117561976,0.07291915854683403,0.01533636029100444,1.0,0.42000000000000004,43.02207851409912
7,0.8846745229702639,0.08033075705909201,0.026842025249019,1.0,0.41,40.52146625518799
8,0.8818592840159141,0.08154418006168099,0.017082840259723262,1.0,0.39,39.99111843109131
9,0.8763700402030162,0.08218614952464762,0.028472894208676797,1.0,0.33999999999999997,34.94386291503906
10,0.8591624912368205,0.10680441849216235,0.021261662475968453,1.0,0.33999999999999997,29.266115188598633
11,0.8953243325937882,0.060847519360776946,0.023543958190813653,1.0,0.37999999999999995,34.05396127700806
12,0.8665325564083064,0.094836597851881,0.02337859867913349,1.0,0.33,32.88338232040405
13,0.881267257699087,0.06879588749824747,0.021606014897026772,1.0,0.295,31.373069763183594
14,0.8812241625055879,0.07383391827015892,0.026312772943105328,1.0,0.32999999999999996,33.929627418518066
15,0.8831634945046922,0.0739138669410754,0.02765675330144864,1.0,0.35000000000000003,31.650893688201904
16,0.8790936175566862,0.07691603271570638,0.018617012091234043,1.0,0.33,17.75435972213745
17,0.8753357454539696,0.07796700094980273,0.024958251762439286,1.0,0.3000000000000001,8.775767803192139
18,0.8799075982264666,0.0749975167947868,0.026897147766414997,1.0,0.325,21.810668468475342
19,0.8922112760008687,0.05745882499437749,0.01929900087626793,1.0,0.325,8.751877069473267
20,0.8816678650345328,0.07035098134677815,0.024699435063596415,1.0,0.30999999999999994,13.995861232280731
21,0.8605075421938014,0.09703147867604486,0.02012078084778678,1.0,0.285,5.888179004192352
22,0.8755816120166534,0.0804837393170028,0.02279156041274925,1.0,0.32,5.820292890071869
23,0.8726520090234651,0.08897052088179949,0.01960753122150139,1.0,0.35,4.760076642036438
24,0.868596311931418,0.08617379833666913,0.023436923689620758,1.0,0.29000000000000004,18.592474699020386
25,0.877454007077044,0.07710674405206944,0.020363453287815143,1.0,0.31500000000000006,3.7111515402793884
26,0.8733725223131147,0.08218641483469472,0.027710657885411133,1.0,0.30999999999999994,5.0140944719314575
27,0.8613213106148224,0.10513971504503801,0.02311110104310595,1.0,0.35,9.93421983718872
28,0.8864878220522264,0.07206901302649267,0.018248236922459478,1.0,0.37000000000000005,17.466922760009766
29,0.8751381858417396,0.08323733358609162,0.027337327998890444,1.0,0.33499999999999996,5.61251175403595
30,0.8628302018031986,0.09649817214284129,0.034593627660648656,1.0,0.30500000000000005,5.287031054496765
31,0.8818461260011752,0.07441508696697167,0.018089463412779637,1.0,0.33999999999999997,7.262923240661621
32,0.8661830891157933,0.09676434048630259,0.02339215536990835,1.0,0.34,6.054819464683533
33,0.8788726300133967,0.08004912954302881,0.02656551613806164,1.0,0.35,17.90691590309143
34,0.8864416066789055,0.07358418983691054,0.014131552930568558,1.0,0.38,3.8222250938415527
35,0.8821204932161256,0.07541612484949545,0.025205539779282637,1.0,0.35,20.7807776927948
36,0.8760152544305214,0.08204062285759885,0.01608844833127093,1.0,0.33499999999999996,7.795147180557251
37,0.8851464387878112,0.07040676612145802,0.01966426490521918,1.0,0.345,9.199815154075623
38,0.8775628924102644,0.08048340487904422,0.028206906972737488,1.0,0.33999999999999997,6.698942184448242
39,0.877882626728818,0.08005931837919213,0.02167154449925842,1.0,0.33999999999999997,6.1717623472213745
40,0.8810186082007816,0.07412915361745208,0.025995504857656566,1.0,0.33,6.054786503314972
41,0.8961407117970681,0.057557022810007095,0.019820638836262904,1.0,0.36500000000000005,4.442170858383179
42,0.8874217698254403,0.06214829808129284,0.021263290758481195,1.0,0.30999999999999994,18.214238166809082
43,0.8667555678658001,0.09734169016187495,0.030071148824965126,1.0,0.35,4.34509950876236
44,0.8783307608125531,0.0758346695950753,0.024277277398295837,1.0,0.31499999999999995,10.624793767929077
45,0.8723798139418817,0.08151124878842166,0.01780340177804344,1.0,0.295,5.389325797557831
46,0.8746773185408274,0.07966171781948038,0.016993995867556556,1.0,0.305,13.266972422599792
47,0.8787010347981354,0.07532710712130236,0.019997204843628907,1.0,0.315,6.008778095245361
48,0.864644202850485,0.094679469934331,0.022905198709510875,1.0,0.31,12.223074674606323
49,0.8662746409352545,0.09305216406850361,0.025384061940872893,1.0,0.315,7.587216138839722
50,0.8714842223051555,0.08635636177781167,0.01894984296461833,1.0,0.31999999999999995,5.881485104560852
51,0.8772292843835622,0.07171922966599752,0.01921567149701111,1.0,0.275,7.106441259384155
52,0.8612911541632071,0.0929959237688315,0.03191405674594626,1.0,0.265,5.938753962516785
53,0.8625911762523213,0.0890795303905868,0.015186421219400406,1.0,0.25,10.686197876930237
54,0.8688845017084679,0.07933904595452448,0.022333178104252262,1.0,0.24500000000000002,3.879989743232727
55,0.8655178747151554,0.08413244214535641,0.025547366598545528,1.0,0.24500000000000002,5.045082330703735
56,0.8729205881290246,0.07645068001180212,0.018267389346786664,1.0,0.265,13.366276741027832
57,0.8800389479616522,0.06412647069846988,0.020720728405389265,1.0,0.24999999999999994,8.619639575481415
58,0.8800189445059725,0.06913436910793523,0.024856319563630908,1.0,0.28500000000000003,7.34493100643158
59,0.879130086471737,0.0668661189134132,0.01818008253538283,1.0,0.25999999999999995,6.7624300718307495
60,0.8782017594906938,0.0689005905116816,0.019379186036889956,1.0,0.265,5.791260838508606
61,0.8611690907607048,0.09319641286598637,0.02669149517278339,1.0,0.265,7.181873798370361
62,0.8716447319680537,0.0761216666539211,0.020028964057612866,1.0,0.25,18.14767813682556
63,0.8642649532424441,0.08878115275144001,0.02521138044226135,1.0,0.265,8.66433835029602
64,0.8736185925880278,0.07398391164091185,0.026476932381116168,1.0,0.255,13.724281311035156
65,0.8870338639256461,0.05125721295903425,0.024596286579964485,1.0,0.23000000000000004,6.460243880748749
66,0.879916624052805,0.06711735549025288,0.028922029719394348,1.0,0.26999999999999996,7.625986933708191
67,0.8776608458451804,0.06897011935708115,0.01716302996084308,1.0,0.26000000000000006,13.589820861816406
68,0.8609077908459147,0.09288738228176238,0.02029758767190052,1.0,0.26000000000000006,4.558152198791504
69,0.866001112430642,0.08484398635825374,0.030884891023005383,1.0,0.255,13.01385498046875
70,0.8709720597911081,0.08065675067622001,0.01948992443936759,1.0,0.275,4.905267536640167
71,0.8789374109965541,0.0692766106333023,0.01970330289547776,1.0,0.275,11.093527793884277
72,0.8745041620068834,0.07704337041615546,0.018708200516476578,1.0,0.285,5.79456889629364
73,0.8739367641608476,0.08069442128288042,0.022040268895995155,1.0,0.305,6.614041566848755
74,0.8741808083085829,0.08254920580716751,0.00992789325704952,1.0,0.31999999999999995,9.255172610282898
75,0.8839007220576681,0.06506933235376686,0.014498655627170648,1.0,0.295,4.911475479602814
76,0.8714755090649297,0.08280151468741534,0.0181230439655787,1.0,0.29499999999999993,5.124488830566406
77,0.8738000546396927,0.07875071471864806,0.02127001635813135,1.0,0.2899999999999999,10.619107007980347
78,0.8882461410495118,0.059562979791146484,0.01707802762451988,1.0,0.29999999999999993,8.45597094297409
79,0.8687845070521366,0.0844566120365825,0.027389863501630928,1.0,0.27999999999999997,7.358723044395447
80,0.8649066318462516,0.09292338005226226,0.013429176332773038,1.0,0.29999999999999993,9.584044098854065
81,0.8718844811831008,0.08287607064589353,0.029219818506827457,1.0,0.29999999999999993,6.3853759765625
82,0.876231178138912,0.07671758434152164,0.019003663435076996,1.0,0.29999999999999993,9.878050208091736
83,0.8702425717588929,0.08453546725570579,0.023600332032296455,1.0,0.29499999999999993,5.488342463970184
84,0.8736895118559278,0.07889532984756971,0.023930643078061704,1.0,0.2899999999999999,6.898191332817078
85,0.8726513859899672,0.08178542630048792,0.028233028483224603,1.0,0.29999999999999993,9.98169231414795
86,0.8747272816454748,0.0788433749380686,0.023530256536357597,1.0,0.29999999999999993,6.810735821723938
87,0.8570866419869054,0.10403444525152628,0.025498953436079424,1.0,0.29999999999999993,16.49446940422058
88,0.8770967959889763,0.07475451194224537,0.021441614700545918,1.0,0.29499999999999993,6.517971336841583
89,0.8528051882097462,0.10945855329185357,0.021092710273253646,1.0,0.295,14.883877038955688
90,0.8671205997704501,0.08971039282756617,0.02346435721526962,1.0,0.3,3.544317364692688
91,0.8724243826663314,0.08424542797897626,0.02966221382431123,1.0,0.315,3.6856725215911865
92,0.8767150253505438,0.07243440480625926,0.023111795735633964,1.0,0.275,4.475528180599213
93,0.8719283186639888,0.08286368816435571,0.01917132027490584,1.0,0.3,4.212833404541016
94,0.8796584592754128,0.07037769071255354,0.022044921657074733,1.0,0.2899999999999999,5.191194534301758
95,0.8829848750877336,0.06557997867370932,0.03118281161999361,1.0,0.2899999999999999,6.796599268913269
96,0.8716992415007793,0.08175341474323394,0.020962336844824698,1.0,0.2899999999999999,6.236357092857361
97,0.8726018731205378,0.08330695191123935,0.023788726169839004,1.0,0.31,6.31094753742218
98,0.8729581134457514,0.08277214854423041,0.02896644951067485,1.0,0.31,5.278826951980591
99,0.8739136870448055,0.08074249549410292,0.0190188883778838,1.0,0.305,6.1435903906822205
100,0.8809543899654859,0.06990299274632746,0.0324328891670977,1.0,0.29999999999999993,3.2931429147720337
101,0.8765798209138691,0.07550311591758792,0.019427983948422822,1.0,0.29499999999999993,3.891451835632324
102,0.8721596882149459,0.0803529807011073,0.02663579836544015,1.0,0.285,5.601022243499756
103,0.8828819074951042,0.06578396645137168,0.019804568267314523,1.0,0.2899999999999999,6.633123517036438
104,0.8588806124752344,0.1014709056143757,0.025643884200702387,1.0,0.29999999999999993,5.916954159736633
105,0.861316896145102,0.09799291737934199,0.025160482673893057,1.0,0.29999999999999993,6.775900959968567
106,0.8723405309549561,0.07798015537824945,0.020960080076931654,1.0,0.27,22.546667098999023
107,0.8650116080236924,0.09201362747009016,0.022529356355540407,1.0,0.29500000000000004,8.762245416641235
108,0.874645484752199,0.07967815129922245,0.022802668098641767,1.0,0.305,7.889291286468506
109,0.8703091536509302,0.08657873681826335,0.024494450367278653,1.0,0.30999999999999994,4.705205678939819
110,0.8820832145538938,0.0683309126462926,0.024327598200344303,1.0,0.3,7.191667556762695
111,0.8800676170618417,0.06904998110846498,0.027827474923648038,1.0,0.285,14.675533294677734
112,0.8777613374463922,0.06881379047220473,0.01971692087560012,1.0,0.25999999999999995,5.388894975185394
113,0.8687463778290789,0.07809753908815524,0.024384231203543983,1.0,0.23500000000000001,9.366602182388306
114,0.863170053771942,0.08396594993864419,0.015366077430590347,1.0,0.22000000000000003,6.5811179876327515
115,0.8768899217899457,0.07076852519835537,0.020603020344398718,1.0,0.265,16.0581636428833
116,0.8684492521644138,0.0792680326360301,0.018035711532895897,1.0,0.24000000000000005,10.274070143699646
117,0.857399272433882,0.09001309223231756,0.02616085814159061,1.0,0.20500000000000002,40.38825035095215
118,0.8525787718587667,0.09764346913588896,0.02022849888885714,1.0,0.21000000000000005,11.608417749404907
119,0.8631351682801901,0.08325192267656474,0.025281670347058464,1.0,0.215,6.8987948298454285
120,0.8680604278494555,0.0762358170460913,0.02128577665160325,1.0,0.21500000000000002,5.217014312744141
121,0.8646378020727639,0.07826842887307842,0.02122791888037569,1.0,0.19500000000000003,5.7459224462509155
122,0.8470014450382843,0.10417546052830846,0.02163788339992542,1.0,0.2,16.761900782585144
123,0.8610485604418819,0.08479980230454047,0.02616512712558456,1.0,0.20500000000000002,11.734547853469849
124,0.8854476860161611,0.049997288371103975,0.015489178304554518,1.0,0.20500000000000002,12.89457631111145
125,0.850047665510522,0.10051218679267149,0.026801067030807917,1.0,0.20500000000000002,6.561193645000458
126,0.8536076327211418,0.09616845119119091,0.021271841435561,1.0,0.21000000000000005,16.16122078895569
127,0.8470090514795181,0.10700289859400318,0.025405572765644258,1.0,0.22000000000000003,12.395840287208557
128,0.8755718330354005,0.06908157970706964,0.020303191328756843,1.0,0.24000000000000005,11.17123430967331
129,0.8671272461341003,0.07757871848327666,0.01932883645880211,1.0,0.21500000000000002,4.434524238109589
130,0.8678837799894848,0.07649906877992338,0.019106247019648703,1.0,0.21500000000000002,11.570122241973877
131,0.8744708440608241,0.06851582102634711,0.019451777352265772,1.0,0.22500000000000003,9.84245753288269
132,0.8615069803169646,0.0862946000237283,0.024799904692989625,1.0,0.22000000000000003,4.318010985851288
133,0.8622495375783092,0.083814082119506,0.023029982296139957,1.0,0.21000000000000005,4.09138286113739
134,0.8629117351630523,0.08506336050887793,0.01254642306659739,1.0,0.22500000000000003,3.87520968914032
135,0.8818058305704344,0.05657907953789969,0.02537535801025163,1.0,0.21500000000000002,4.288693785667419
136,0.8625225367617148,0.0819851875745146,0.0250948388928171,1.0,0.20000000000000004,8.991583824157715
137,0.8828201912418796,0.05514021708853153,0.02333051318519763,1.0,0.21500000000000002,3.9128279089927673
138,0.880118167005981,0.05682988319423558,0.028832788015487654,1.0,0.20000000000000004,18.617648124694824
139,0.8452228030131204,0.10670658366153463,0.023596692515836976,1.0,0.20000000000000004,7.3364821672439575
140,0.8764602554440518,0.06351384067522922,0.022873166653632513,1.0,0.21000000000000002,5.163323998451233
141,0.8613540898607592,0.08367009722057572,0.021954881382217916,1.0,0.20000000000000004,12.313092947006226
142,0.8639915571009935,0.08206767686767934,0.017448311894546112,1.0,0.21500000000000002,7.695827484130859
143,0.8620258192011239,0.08269337022081212,0.025377612659316172,1.0,0.20000000000000004,7.290749788284302
144,0.863882342920086,0.08078375499591574,0.01972245222083078,1.0,0.20500000000000002,7.117324113845825
145,0.8568131530872684,0.09090099860198113,0.01604225466995187,1.0,0.20500000000000002,15.018627882003784
146,0.8610253356534809,0.08481540793875592,0.029679654111450043,1.0,0.20500000000000002,6.278438091278076
147,0.873838769765179,0.068658120522051,0.02872739125292011,1.0,0.22000000000000003,5.444606423377991
148,0.8565137024328928,0.0905466114878664,0.02961986445731925,1.0,0.20000000000000004,4.7777059674263
149,0.8642117279738301,0.08172542336379159,0.02299304900450656,1.0,0.215,6.4472275376319885
150,0.8519436060703125,0.09995925746227624,0.024261058884016938,1.0,0.22000000000000003,12.613512754440308
151,0.8632404611089493,0.08239991026889545,0.02274334366400803,1.0,0.21000000000000005,5.958536148071289
152,0.8639855784828038,0.08061500708731198,0.023976158879360544,1.0,0.20500000000000002,6.513156056404114
153,0.8667565491428981,0.07664549844737115,0.02617198398342079,1.0,0.20500000000000002,5.953723311424255
154,0.8684802417353691,0.07349253659471786,0.02142361380810303,1.0,0.20000000000000004,9.178241968154907
155,0.8563164974992766,0.09373130754009186,0.020453492188286425,1.0,0.22000000000000003,5.634939610958099
156,0.8635346362843705,0.08058683094930173,0.01559487174803193,1.0,0.20000000000000004,4.38399875164032
157,0.8705283783799086,0.0719976589015095,0.020931539724234723,1.0,0.21000000000000005,3.8082666993141174
158,0.8768778432948002,0.06579130085198089,0.019498888232297153,1.0,0.23000000000000004,8.671243667602539
159,0.8739169187818426,0.06861444084683459,0.015135035820905552,1.0,0.22000000000000003,3.3000532388687134
160,0.8750097098714239,0.06776762246212216,0.015129830025853188,1.0,0.22500000000000003,4.6288551688194275
161,0.849768018712661,0.10089652990104996,0.029831530458321837,1.0,0.20500000000000002,4.400953650474548
162,0.8696778371377875,0.07322861159345549,0.017752784798205135,1.0,0.21000000000000005,2.9460409283638
163,0.8554865085633262,0.09207164890996962,0.018096342769985667,1.0,0.20000000000000004,4.428848922252655
164,0.8543450126423535,0.09440918679179137,0.019587600969297136,1.0,0.20500000000000002,4.106332898139954
165,0.8592652423920825,0.08874705044358647,0.03194922783056373,1.0,0.21500000000000002,5.380883455276489
166,0.8536767290255527,0.09893110469112396,0.020427911617280532,1.0,0.23000000000000004,4.770553886890411
167,0.8574063034452545,0.09000457647836903,0.025855148539122,1.0,0.20500000000000002,3.871892213821411
168,0.8779077267614873,0.05928855964992741,0.02579470958953902,1.0,0.19500000000000003,4.555935442447662
169,0.8573475252192821,0.08940960305147184,0.01878646991068782,1.0,0.20000000000000004,3.596730947494507
170,0.8523534098052385,0.0972443352110581,0.021587299148742207,1.0,0.20500000000000002,7.914012670516968
171,0.8682844326775221,0.07447930794634385,0.022871931439143615,1.0,0.20500000000000002,7.007323861122131
172,0.8713344158974164,0.0694375379662682,0.016945007484479472,1.0,0.20000000000000004,4.924248516559601
173,0.8700160222253202,0.07272471987885121,0.021906816995420582,1.0,0.21000000000000005,11.29938554763794
174,0.8543401017680397,0.09372067542101549,0.015835839214107347,1.0,0.20000000000000004,2.955781042575836
175,0.8640810297067155,0.08196299818573213,0.012820446649129203,1.0,0.21500000000000002,3.586536169052124
176,0.8785573223394658,0.06123871473431377,0.021593527575568316,1.0,0.21500000000000002,4.166469097137451
177,0.8729928736725465,0.06842796832205793,0.03072814343230611,1.0,0.21000000000000005,17.375338792800903
178,0.8581152297170027,0.09045290009892312,0.019354346786058085,1.0,0.21500000000000002,5.415565848350525
179,0.8775513942821487,0.06551419478530769,0.02533410518168619,1.0,0.23500000000000001,12.90665316581726
180,0.8686512051694875,0.07821536217897015,0.02801180149525978,1.0,0.23500000000000001,6.904378354549408
181,0.8694752212601479,0.07708579701383467,0.018491665762263854,1.0,0.23500000000000001,4.73023134469986
182,0.8624174590521146,0.0886015515550815,0.01755853123665496,1.0,0.24500000000000002,5.649052619934082
183,0.8655207968301856,0.08340442721218225,0.027458320367674715,1.0,0.24,11.758854389190674
184,0.8636040513517761,0.08689181147527636,0.020480175865856064,1.0,0.24499999999999997,12.030419290065765
185,0.8495571583229304,0.10410760748141668,0.01929041145084842,1.0,0.22500000000000003,5.689874887466431
186,0.8762080114868495,0.06675606676893023,0.017926221399853667,1.0,0.23000000000000004,10.613523244857788
187,0.8642450636170971,0.0852503909310183,0.02276078034001211,1.0,0.24,11.137816905975342
188,0.8722606654204469,0.07453937085593107,0.01764999440034993,1.0,0.24500000000000002,7.646547079086304
189,0.8728696052818293,0.07724167964025827,0.017491134282851633,1.0,0.27,10.915092945098877
190,0.8695546450795991,0.08262614191742082,0.030587308058942865,1.0,0.275,4.643032550811768
191,0.8642475917760342,0.09020742858302708,0.030630918813362107,1.0,0.275,9.827325701713562
192,0.8805056769837283,0.06485609775999371,0.027158452650299925,1.0,0.25999999999999995,8.981144666671753
193,0.8699987534748732,0.07989425747809029,0.0215046544181521,1.0,0.25999999999999995,3.3957852721214294
194,0.8754041627394553,0.07360625845628263,0.020416097470525096,1.0,0.27,5.599759101867676
195,0.8712515141804129,0.07736211873675351,0.027143629674158676,1.0,0.255,4.9925099313259125
196,0.8625793135890364,0.08836101467019895,0.019421754806951023,1.0,0.24499999999999997,4.051851689815521
197,0.8543926463679957,0.09862026916249218,0.0209043480742279,1.0,0.23500000000000004,5.380944311618805
198,0.8584135439824884,0.09003221962410732,0.01825779446754581,1.0,0.21500000000000002,3.7745965719223022
199,0.8609430797536696,0.08568287056188834,0.022545958002455225,1.0,0.21000000000000005,4.934979557991028
